,index,gesetzt,artikel,absatz,text
558,558,eu_digital_markets_act,25.0,1.0,"(1) Bietet der betreffende Torwächter während eines Verfahrens nach Artikel 18 Verpflichtungszusagen in Bezug auf die betreffenden zentralen Plattformdienste an, um die Einhaltung der in den Artikeln 5, 6 und 7 festgelegten Verpflichtungen zu gewährleisten, so kann die Kommission einen Durchführungsrechtsakt erlassen, mit dem diese Verpflichtungszusagen für den Torwächter für bindend erklärt werden, und feststellen, dass für ein Tätigwerden der Kommission kein Anlass mehr besteht. Dieser Durchführungsrechtsakt wird gemäß dem in Artikel 50 Absatz 2 genannten Beratungsverfahren erlassen."
559,559,eu_digital_markets_act,27.0,3.0,"(3) Kommt die für die Durchsetzung der in Artikel 1 Absatz 6 genannten Vorschriften zuständige nationale Behörde des Mitgliedstaats auf der Grundlage der nach Absatz 1 des vorliegenden Artikels erhaltenen Informationen zu dem Schluss, dass möglicherweise eine Nichteinhaltung dieser Verordnung vorliegt, so übermittelt sie diese Informationen der Kommission."
560,560,eu_digital_markets_act,31.0,2.0,"(2) Sind die Unternehmen oder Unternehmensvereinigungen der Verpflichtung nachgekommen, die mit dem Zwangsgeld durchgesetzt werden sollte, so kann die Kommission einen Durchführungsrechtsakt erlassen, mit dem die endgültige Höhe des Zwangsgelds auf einen niedrigeren Betrag festgesetzt wird als den, der sich aus dem ursprünglichen Beschluss ergeben würde. Dieser Durchführungsrechtsakt wird gemäß dem in Artikel 50 Absatz 2 genannten Beratungsverfahren erlassen."
561,561,eu_digital_markets_act,21.0,1.0,"(1) Die Kommission kann zur Erfüllung ihrer Aufgaben nach dieser Verordnung Unternehmen und Unternehmensvereinigungen durch einfaches Auskunftsverlangen oder im Wege eines Beschlusses auffordern, alle erforderlichen Auskünfte zu erteilen. Die Kommission kann durch einfaches Auskunftsverlangen oder im Wege eines Beschlusses auch Zugang zu allen Daten und Algorithmen von Unternehmen und Informationen über Tests verlangen sowie diesbezügliche Erläuterungen anfordern."
562,562,eu_digital_markets_act,48.0,,"Artikel 48 Festlegung von Normen Soweit angemessen und erforderlich, kann die Kommission die europäischen Normungsgremien beauftragen, die Umsetzung der in dieser Verordnung festgelegten Verpflichtungen durch die Entwicklung geeigneter Normen zu erleichtern."
563,563,eu_digital_markets_act,1.0,7.0,"(7) Die nationalen Behörden erlassen keine Entscheidungen, die einem von der Kommission nach dieser Verordnung erlassenen Beschluss zuwiderlaufen. Die Kommission und die Mitgliedstaaten arbeiten eng zusammen und koordinieren ihre Durchsetzungsmaßnahmen auf der Grundlage der in den Artikeln 37 und 38 genannten Grundsätze."
564,564,eu_digital_markets_act,6.0,8.0,"(8) Der Torwächter gewährt Werbetreibenden und Herausgebern sowie von Werbetreibenden und Herausgebern beauftragten Dritten auf ihren Antrag hin kostenlos Zugang zu seinen Instrumenten zur Leistungsmessung und zu den Daten, die sie benötigen, um ihre eigene unabhängige Überprüfung des Werbeinventars vorzunehmen, einschließlich aggregierter und nichtaggregierter Daten. Diese Daten werden so bereitgestellt, dass Werbetreibende und Herausgeber ihre eigenen Überprüfungs- und Messinstrumente einsetzen können, um die Leistung der von den Torwächtern bereitgestellten zentralen Plattformdienste zu bewerten."
565,565,eu_digital_markets_act,21.0,5.0,"(5) Die zuständigen Behörden der Mitgliedstaaten erteilen der Kommission auf Verlangen alle ihnen vorliegenden Auskünfte, die sie für die Erfüllung der ihr mit dieser Verordnung übertragenen Aufgaben benötigt."
566,566,eu_digital_markets_act,5.0,1.0,"(1) Der Torwächter hält alle Verpflichtungen nach diesem Artikel in Bezug auf jeden seiner zentralen Plattformdienste ein, die im Benennungsbeschluss nach Artikel 3 Absatz 9 aufgeführt sind."
567,567,eu_digital_markets_act,50.0,2.0,"(2) Wird auf diesen Absatz Bezug genommen, so gilt Artikel 4 der Verordnung (EU) Nr. 182/2011. Wird die Stellungnahme des Ausschusses im schriftlichen Verfahren eingeholt, so wird das Verfahren ohne Ergebnis abgeschlossen, wenn der Vorsitz des Ausschusses dies innerhalb der Frist zur Abgabe der Stellungnahme beschließt oder eine einfache Mehrheit der Ausschussmitglieder dies verlangt."
568,568,eu_digital_markets_act,32.0,1.0,(1) Für die der Kommission mit den Artikeln 30 und 31 übertragenen Befugnisse gilt eine Verjährungsfrist von fünf Jahren.
569,569,eu_digital_markets_act,1.0,4.0,"(4) Was interpersonelle Kommunikationsdienste im Sinne des Artikels 2 Nummer 5 der Richtlinie (EU) 2018/1972 betrifft, so berührt diese Verordnung nicht die Befugnisse und Zuständigkeiten, die den nationalen Regulierungsbehörden und anderen zuständigen Behörden nach Artikel 61 der genannten Richtlinie übertragen werden."
570,570,eu_digital_markets_act,9.0,2.0,"(2) Wird eine Aussetzung nach Absatz 1 gewährt, so überprüft die Kommission ihren Aussetzungsbeschluss jedes Jahr, es sei denn, in dem Beschluss ist ein kürzerer Zeitraum festgelegt. Infolge einer solchen Überprüfung hebt die Kommission die Aussetzung ganz oder teilweise auf oder beschließt, dass die Voraussetzungen des Absatzes 1 nach wie vor erfüllt sind."
571,571,eu_digital_markets_act,7.0,3.0,"(3) Das Sicherheitsniveau, gegebenenfalls einschließlich der Ende-zu-Ende-Verschlüsselung, das der Torwächter seinen eigenen Endnutzern bietet, muss bei allen interoperablen Diensten beibehalten werden."
572,572,eu_digital_markets_act,30.0,2.0,"(2) Ungeachtet des Absatzes 1 dieses Artikels kann die Kommission im Nichteinhaltungsbeschluss gegen einen Torwächter Geldbußen in Höhe von bis zu 20 % seines im vorausgegangenen Geschäftsjahr weltweit erzielten Gesamtumsatzes verhängen, wenn sie feststellt, dass der Torwächter eine identische oder ähnliche Zuwiderhandlung gegen eine in Artikel 5, 6 oder 7 festgelegte Verpflichtung in Bezug auf denselben zentralen Plattformdienst begangen hat wie eine bereits im Wege eines in den vorangegangenen acht Jahren erlassenen Nichteinhaltungsbeschlusses festgestellte von ihm begangene Zuwiderhandlung."
573,573,eu_digital_markets_act,38.0,4.0,(4) Die in den Absätzen 2 und 3 vorgesehenen Informationsmechanismen gelten nicht für beabsichtigte Beschlüsse gemäß den nationalen Fusionskontrollvorschriften.
574,574,eu_digital_markets_act,29.0,7.0,"(7) Entscheidet die Kommission, keinen Nichteinhaltungsbeschluss zu erlassen, so schließt sie das Verfahren im Wege eines Beschlusses ab."
575,575,eu_digital_markets_act,39.0,5.0,"(5) Die nationalen Gerichte erlassen keine Entscheidungen, die einem von der Kommission nach dieser Verordnung erlassenen Beschluss zuwiderlaufen. Sie vermeiden es auch, Entscheidungen zu erlassen, die einer Entscheidung zuwiderlaufen, die die Kommission in einem von ihr nach dieser Verordnung eingeleiteten Verfahren zu erlassen beabsichtigt. Zu diesem Zweck kann das nationale Gericht prüfen, ob es notwendig ist, das vor ihm anhängige Verfahren auszusetzen. Dies berührt nicht die Möglichkeit nationaler Gerichte, gemäß Artikel 267 AEUV um eine Vorabentscheidung zu ersuchen."
576,576,eu_digital_markets_act,30.0,3.0,"(3) Die Kommission kann einen Beschluss erlassen, mit dem gegen Unternehmen, einschließlich gegebenenfalls Torwächter, und Unternehmensvereinigungen Geldbußen bis zu einem Höchstbetrag von 1 % ihres im vorausgegangenen Geschäftsjahr weltweit erzielten Gesamtumsatzes verhängt werden, wenn sie vorsätzlich oder fahrlässig a) die für die Beurteilung ihrer Benennung als Torwächter nach Artikel 3 erforderlichen Auskünfte nicht innerhalb der gesetzten Frist erteilen oder unrichtige, unvollständige oder irreführende Angaben machen, b) der Verpflichtung zur Mitteilung an die Kommission gemäß Artikel 3 Absatz 3 nicht nachkommen, c) die nach Artikel 14 erforderlichen Auskünfte nicht erteilen oder unrichtige, unvollständige oder irreführende Angaben machen, d) die nach Artikel 15 erforderliche Beschreibung nicht übermitteln oder unrichtige, unvollständige oder irreführende Angaben machen, e) als Antwort auf einen Antrag nach Artikel 21 Absatz 3 den verlangten Zugang zu Daten, Algorithmen und Informationen über Tests nicht erteilen, f) die nach Artikel 21 Absatz 3 verlangten Angaben nicht innerhalb der gesetzten Frist erteilen oder unrichtige, unvollständige oder irreführende Angaben und Erläuterungen machen, die nach Artikel 21 verlangt wurden oder im Rahmen einer Befragung nach Artikel 22 gegeben wurden; g) unrichtige, unvollständige oder irreführende Angaben eines Vertreters oder Beschäftigten des Unternehmens nicht innerhalb der von der Kommission gesetzten Frist berichtigen oder in Bezug auf Sachverhalte, die mit dem Gegenstand und dem Zweck einer Nachprüfung nach Artikel 23 im Zusammenhang stehen, keine vollständigen Auskünfte erteilen oder die Erteilung vollständiger Auskünfte verweigern, h) eine Nachprüfung nach Artikel 23 nicht dulden, i) die von der Kommission gemäß Artikel 26 verhängten Verpflichtungen nicht einhalten, j) eine Compliance-Funktion gemäß Artikel 28 nicht einführen, oder k) die Bedingungen für die Einsicht in die Akten der Kommission gemäß Artikel 34 Absatz 4 nicht erfüllen."
577,577,eu_digital_markets_act,23.0,7.0,"(7) Bedienstete der für die Durchsetzung der in Artikel 1 Absatz 6 genannten Vorschriften zuständigen nationalen Behörde des Mitgliedstaats, in dessen Hoheitsgebiet die Nachprüfung durchgeführt werden soll, sowie die von dieser Behörde ermächtigten oder benannten Personen unterstützen auf Ersuchen dieser Behörde oder der Kommission die Bediensteten und die anderen von der Kommission ermächtigten Begleitpersonen aktiv. Sie verfügen hierzu über die in den Absätzen 2 und 4 des vorliegenden Artikels genannten Befugnisse."
578,578,eu_digital_markets_act,11.0,2.0,(2) Innerhalb der in Absatz 1 genannten Frist veröffentlicht der Torwächter eine nichtvertrauliche Zusammenfassung des Berichts und übermittelt sie der Kommission. Der Torwächter aktualisiert diesen Bericht und diese nichtvertrauliche Zusammenfassung mindestens einmal jährlich. Die Kommission stellt auf ihrer Internetseite einen Link zu der nichtvertraulichen Zusammenfassung bereit.
579,579,eu_digital_markets_act,35.0,1.0,(1) Die Kommission übermittelt dem Europäischen Parlament und dem Rat einen jährlichen Bericht über die Umsetzung dieser Verordnung und die Fortschritte bei der Erreichung ihrer Ziele.
580,580,eu_digital_markets_act,41.0,1.0,"(1) Drei oder mehr Mitgliedstaaten können die Kommission ersuchen, eine Marktuntersuchung nach Artikel 17 einzuleiten, weil ihres Erachtens hinreichende Gründe dafür sprechen, dass ein Unternehmen als Torwächter benannt werden sollte."
581,581,eu_digital_markets_act,15.0,2.0,"(2) Die Kommission kann einen Durchführungsrechtsakt nach Artikel 46 Absatz 1 Buchstabe g erlassen, um die Methodik und das Verfahren für die Prüfung auszugestalten."
582,582,eu_digital_markets_act,33.0,5.0,"(5) Die Verjährungsfrist für die Durchsetzung von Sanktionen ruht, solange a) eine Zahlungsfrist bewilligt ist oder b) die Zwangsvollstreckung durch eine Entscheidung des Gerichtshofs oder eine Entscheidung eines nationalen Gerichts ausgesetzt ist."
583,583,eu_digital_markets_act,2.0,,"Artikel 2 Begriffsbestimmungen Für die Zwecke dieser Verordnung bezeichnet der Ausdruck 1. „Torwächter“ ein Unternehmen, das zentrale Plattformdienste bereitstellt und nach Artikel 3 benannt worden ist; 2. „zentraler Plattformdienst“ die folgenden Dienste: a) Online-Vermittlungsdienste, b) Online-Suchmaschinen, c) Online-Dienste sozialer Netzwerke, d) Video-Sharing-Plattform-Dienste, e) nummernunabhängige interpersonelle Kommunikationsdienste, f) Betriebssysteme, g) Webbrowser, h) virtuelle Assistenten, i) Cloud-Computing-Dienste, j) Online-Werbedienste, einschließlich Werbenetzwerken, Werbebörsen und sonstiger Werbevermittlungsdienste, die von einem Unternehmen, das einen der unter den Buchstaben a bis i genannten zentralen Plattformdienste bereitstellt, bereitgestellt werden; 3. „Dienst der Informationsgesellschaft“ einen Dienst im Sinne des Artikels 1 Absatz 1 Buchstabe b der Richtlinie (EU) 2015/1535; 4. „digitaler Sektor“ den Sektor der Produkte und Dienstleistungen, die durch Dienste der Informationsgesellschaft bereitgestellt werden; 5. „Online-Vermittlungsdienste“ Online-Vermittlungsdienste im Sinne des Artikels 2 Nummer 2 der Verordnung (EU) 2019/1150; 6. „Online-Suchmaschine“ eine Online-Suchmaschine im Sinne des Artikels 2 Nummer 5 der Verordnung (EU) 2019/1150; 7. „Online-Dienst eines sozialen Netzwerks“ eine Plattform, auf der Endnutzer mit unterschiedlichen Geräten insbesondere durch Unterhaltungen, Beiträge, Videos und Empfehlungen miteinander in Kontakt treten und kommunizieren sowie Inhalte teilen und andere Nutzer und Inhalte entdecken können; 8. „Video-Sharing-Plattform-Dienst“ einen Video-Sharing-Plattform-Dienst im Sinne des Artikels 1 Absatz 1 Buchstabe aa der Richtlinie 2010/13/EU; 9. „nummernunabhängiger interpersoneller Kommunikationsdienst“ einen nummernunabhängigen interpersonellen Kommunikationsdienst im Sinne des Artikels 2 Nummer 7 der Richtlinie (EU) 2018/1972; 10. „Betriebssystem“ eine Systemsoftware, die die Grundfunktionen der Hardware oder Software steuert und die Ausführung von Software-Anwendungen ermöglicht; 11. „Webbrowser“ eine Software-Anwendung, die Endnutzern den Zugriff auf und die Interaktion mit Web-Inhalten ermöglicht, die auf Servern gehostet werden, welche mit Netzwerken wie dem Internet verbunden sind, einschließlich eigenständiger Webbrowser sowie in Software integrierter oder eingebetteter oder vergleichbarer Webbrowser; 12. „virtueller Assistent“ eine Software, die Aufträge, Aufgaben oder Fragen verarbeiten kann, auch aufgrund von Eingaben in Ton-, Bild- und Schriftform, Gesten oder Bewegungen, und die auf der Grundlage dieser Aufträge, Aufgaben oder Fragen den Zugang zu anderen Diensten ermöglicht oder angeschlossene physische Geräte steuert; 13. „Cloud-Computing-Dienst“ einen Cloud-Computing-Dienst im Sinne des Artikels 4 Nummer 19 der Richtlinie (EU) 2016/1148 des Europäischen Parlaments und des Rates (24); 14. „Geschäfte für Software-Anwendungen“ Online-Vermittlungsdienste, durch die in erster Linie Software-Anwendungen als Produkt oder Dienstleistung vermittelt werden; 15. „Software-Anwendung“ ein digitales Produkt oder eine digitale Dienstleistung, das bzw. die über ein Betriebssystem genutzt wird; 16. „Zahlungsdienst“ einen Zahlungsdienst im Sinne des Artikels 4 Nummer 3 der Richtlinie (EU) 2015/2366; 17. „technischer Dienst zur Unterstützung von Zahlungsdiensten“ einen Dienst im Sinne des Artikels 3 Buchstabe j der Richtlinie (EU) 2015/2366; 18. „Zahlungsdienst für in der Software-Anwendung integrierte Käufe“ eine Software-Anwendung, einen Dienst oder eine Benutzeroberfläche, die den Kauf digitaler Inhalte oder digitaler Dienste innerhalb einer Software-Anwendung, einschließlich Inhalten, Abonnements, Merkmalen oder Funktionen, und die Zahlungen für solche Käufe ermöglicht; 19. „Identifizierungsdienst“ einen Dienst, der zusammen mit oder zur Unterstützung von zentralen Plattformdiensten erbracht wird und unabhängig von der verwendeten Technologie eine Überprüfung der Identität von Endnutzern oder gewerblichen Nutzern ermöglicht; 20. „Endnutzer“ eine natürliche oder juristische Person, die zentrale Plattformdienste nutzt und nicht als gewerblicher Nutzer auftritt; 21. „gewerblicher Nutzer“ eine natürliche oder juristische Person, die im Rahmen einer geschäftlichen oder beruflichen Tätigkeit zentrale Plattformdienste zum Zweck oder im Zuge der Bereitstellung von Waren oder Dienstleistungen für Endnutzer nutzt; 22. „Ranking“ die relative Hervorhebung von Waren und Dienstleistungen, die über Online-Vermittlungsdienste, Online-Dienste sozialer Netzwerke, Video-Sharing-Plattform-Dienste oder virtuelle Assistenten angeboten werden, oder die Relevanz, die den Suchergebnissen von Online-Suchmaschinen mittels entsprechender Darstellung, Organisation oder Kommunikation durch die Unternehmen, die Online-Vermittlungsdienste, Online-Dienste sozialer Netzwerke, Video-Sharing-Plattform-Dienste, virtuelle Assistenten oder Online-Suchmaschinen anbieten, zugemessen wird, unabhängig von den für diese Darstellung, Organisation oder Kommunikation verwendeten technischen Mitteln und unabhängig davon, ob nur ein einziges Ergebnis dargestellt oder kommuniziert wird; 23. „Suchergebnisse“ alle Informationen in beliebigem Format, darunter in Text-, grafischer, gesprochener oder sonstiger Form, die als Antwort auf eine Suchanfrage ausgegeben werden und sich auf diese beziehen, unabhängig davon, ob es sich bei den ausgegebenen Informationen um ein bezahltes oder ein unbezahltes Ergebnis, eine direkte Antwort oder ein Produkt, eine Dienstleistung oder eine Information handelt, das bzw. die in Verbindung mit den organischen Ergebnissen angeboten oder zusammen mit diesen angezeigt wird oder teilweise oder vollständig in diese eingebettet ist; 24. „Daten“ jegliche digitale Darstellung von Handlungen, Tatsachen oder Informationen sowie jegliche Zusammenstellung solcher Handlungen, Tatsachen oder Informationen, auch in Form von Ton-, Bild- oder audiovisuellem Material; 25. „personenbezogene Daten“ personenbezogene Daten im Sinne des Artikels 4 Nummer 1 der Verordnung (EU) 2016/679; 26. „nicht personenbezogene Daten“ Daten, bei denen es sich nicht um personenbezogene Daten handelt; 27. „Unternehmen“ eine Einheit, die eine wirtschaftliche Tätigkeit ausübt, unabhängig von ihrer Rechtsform und der Art ihrer Finanzierung, einschließlich aller verbundenen Unternehmen, die durch die unmittelbare oder mittelbare Kontrolle eines Unternehmens durch ein anderes Unternehmen eine Gruppe bilden; 28. „Kontrolle“ die Möglichkeit, im Sinne des Artikels 3 Absatz 2 der Verordnung (EG) Nr. 139/2004 bestimmenden Einfluss auf ein Unternehmen auszuüben; 29. „Interoperabilität“ die Fähigkeit, Informationen auszutauschen und die über Schnittstellen oder andere Lösungen ausgetauschten Informationen beiderseitig zu nutzen, sodass alle Hardware- oder Softwarekomponenten mit anderer Hardware und Software auf die vorgesehene Weise zusammenwirken und bei Nutzern auf die vorgesehene Weise funktionieren; 30. „Umsatz“ den von einem Unternehmen erzielten Umsatz im Sinne des Artikels 5 Absatz 1 der Verordnung (EG) Nr. 139/2004; 31. „Profiling“ ein Profiling im Sinne des Artikels 4 Nummer 4 der Verordnung (EU) 2016/679; 32. „Einwilligung“ eine Einwilligung im Sinne des Artikels 4 Nummer 11 der Verordnung (EU) 2016/679; 33. „nationales Gericht“ ein Gericht eines Mitgliedstaats im Sinne des Artikels 267 AEUV."
584,584,eu_digital_markets_act,3.0,7.0,"(7) Der Kommission wird die Befugnis übertragen, gemäß Artikel 49 delegierte Rechtsakte zu erlassen, um diese Verordnung durch Aktualisierung der Methode und der Liste der Indikatoren im Anhang zu ändern."
585,585,eu_digital_markets_act,8.0,7.0,"(7) Bei der Festlegung der Maßnahmen nach Absatz 2 stellt die Kommission sicher, dass die Ziele dieser Verordnung und der betreffenden Verpflichtung durch diese Maßnahmen wirksam erreicht werden und die Maßnahmen in Anbetracht der besonderen Umstände des Torwächters und der betreffenden Dienstleistung verhältnismäßig sind."
586,586,eu_digital_markets_act,34.0,2.0,"(2) Der Torwächter, das Unternehmen oder die Unternehmensvereinigung kann der Kommission seine bzw. ihre Stellungnahme zu der vorläufigen Beurteilung der Kommission innerhalb einer von der Kommission in ihrer vorläufigen Beurteilung festgesetzten Frist, die mindestens 14 Tage betragen muss, übermitteln."
587,587,eu_digital_markets_act,38.0,2.0,"(2) Beabsichtigt eine für die Durchsetzung der in Artikel 1 Absatz 6 genannten Vorschriften zuständige nationale Behörde eines Mitgliedstaats eine Untersuchung von Torwächtern auf der Grundlage der in Artikel 1 Absatz 6 genannten nationalen Rechtsvorschriften einzuleiten, so unterrichtet sie die Kommission vor oder unmittelbar nach dem Beginn einer solchen Maßnahme schriftlich über die erste förmliche Untersuchungsmaßnahme. Diese Informationen können auch den für die Durchsetzung der in Artikel 1 Absatz 6 genannten Vorschriften zuständigen nationalen Behörden der anderen Mitgliedstaaten zur Verfügung gestellt werden."
588,588,eu_digital_markets_act,6.0,5.0,"(5) Der Torwächter darf von ihm selbst angebotene Dienstleistungen und Produkte beim Ranking sowie bei der damit verbundenen Indexierung und dem damit verbundenen Auffinden gegenüber ähnlichen Dienstleistungen oder Produkten eines Dritten nicht bevorzugen. Der Torwächter muss das Ranking anhand transparenter, fairer und diskriminierungsfreier Bedingungen vornehmen."
589,589,eu_digital_markets_act,14.0,2.0,"(2) Die vom Torwächter bereitgestellten Informationen nach Absatz 1 umfassen mindestens eine Beschreibung der an dem Zusammenschluss beteiligten Unternehmen, ihre unionsweiten und weltweiten Jahresumsätze, ihre Tätigkeitsbereiche, einschließlich der unmittelbar mit dem Zusammenschluss in Verbindung stehenden Tätigkeiten, und der Transaktionswert des Vertrags oder einen entsprechenden Schätzwert sowie eine zusammenfassende Beschreibung des Zusammenschlusses, einschließlich seiner Art und der ihm zugrunde liegenden Beweggründe und einer Aufstellung der von dem Zusammenschluss betroffenen Mitgliedstaaten. Die vom Torwächter bereitgestellten Informationen umfassen auch den unionsweiten Jahresumsatz, die Zahl der jährlich aktiven gewerblichen Nutzer und die Zahl der monatlich aktiven Endnutzer jedes betreffenden zentralen Plattformdienstes."
590,590,eu_digital_markets_act,5.0,2.0,"(2) Der Torwächter darf a) personenbezogene Daten von Endnutzern, die Dienste Dritter nutzen, welche zentrale Plattformdienste des Torwächters in Anspruch nehmen, nicht zum Zweck des Betriebs von Online-Werbediensten verarbeiten, b) personenbezogene Daten aus dem betreffenden zentralen Plattformdienst nicht mit personenbezogenen Daten aus weiteren zentralen Plattformdiensten oder aus anderen vom Torwächter bereitgestellten Diensten oder mit personenbezogenen Daten aus Diensten Dritter zusammenführen, c) personenbezogene Daten aus dem betreffenden zentralen Plattformdienst nicht in anderen vom Torwächter getrennt bereitgestellten Diensten, einschließlich anderer zentraler Plattformdienste, weiterverwenden und umgekehrt und d) Endnutzer nicht in anderen Diensten des Torwächters anmelden, um personenbezogene Daten zusammenzuführen, außer wenn dem Endnutzer die spezifische Wahl gegeben wurde und er im Sinne des Artikels 4 Nummer 11 und des Artikels 7 der Verordnung (EU) 2016/679 eingewilligt hat. Wurde die für die Zwecke des Unterabsatz 1 gegebene Einwilligung vom Endnutzer verweigert oder widerrufen, so darf der Torwächter sein Ersuchen um Einwilligung für denselben Zweck innerhalb eines Jahres nicht mehr als einmal wiederholen. Dieser Absatz berührt nicht die Möglichkeit des Torwächters, sich gegebenenfalls auf Artikel 6 Absatz 1 Buchstaben c, d und e der Verordnung (EU) 2016/679 zu berufen."
591,591,eu_digital_markets_act,23.0,3.0,"(3) Zur Durchführung von Nachprüfungen kann die Kommission die Unterstützung von nach Artikel 26 Absatz 2 benannten Prüfern oder Sachverständigen anfordern sowie die Unterstützung der für die Durchsetzung der in Artikel 1 Absatz 6 genannten Vorschriften zuständigen nationalen Behörde des Mitgliedstaats, in dessen Hoheitsgebiet die Nachprüfung durchgeführt werden soll."
592,592,eu_digital_markets_act,8.0,2.0,"(2) Die Kommission kann von Amts wegen oder auf Antrag des Torwächters gemäß Absatz 3 des vorliegenden Artikels ein Verfahren nach Artikel 20 einleiten. Die Kommission kann Durchführungsrechtsakte erlassen, in denen die Maßnahmen festgelegt werden, die der betreffende Torwächter zu ergreifen hat, um den Verpflichtungen aus Artikel 6 und 7 wirksam nachzukommen. Dieser Durchführungsrechtsakt wird gemäß dem in Artikel 50 Absatz 2 genannten Beratungsverfahren erlassen innerhalb von sechs Monaten nach Einleitung des Verfahrens nach Artikel 20. Leitet die Kommission von Amts wegen ein Verfahren wegen Umgehung nach Artikel 13 ein, so können diese Maßnahmen die Verpflichtungen aus den Artikeln 5, 6 und 7 betreffen."
593,593,eu_digital_markets_act,5.0,10.0,"(10) Der Torwächter gibt jedem Herausgeber, für den er Online-Werbedienste erbringt, oder von Herausgebern bevollmächtigten Dritten auf Anfrage des Herausgebers hin täglich kostenlos Auskunft über jede auf dem Inventar des Herausgebers angezeigte Anzeige, und zwar über a) die vom Herausgeber erhaltene Vergütung und die von ihm gezahlten Gebühren, einschließlich etwaiger Abzüge und Aufschläge, für jede der vom Torwächter bereitgestellten einschlägigen Online-Werbedienste, b) den vom Werbetreibendem gezahlten Preis, einschließlich etwaiger Abzüge und Aufschläge, vorbehaltlich der Zustimmung des Werbetreibenden, und c) die Kennzahlen, anhand dessen die einzelnen Preise und Vergütungen berechnet werden. Stimmt ein Werbetreibender der Weitergabe von Informationen nicht zu, so gibt der Torwächter jedem Herausgeber kostenlos Auskunft über den durchschnittlichen täglichen Preis, den dieser Werbetreibende für die betreffenden Anzeigen zahlt, einschließlich etwaiger Abzüge und Aufschläge."
594,594,eu_digital_markets_act,29.0,1.0,"(1) Die Kommission erlässt einen Durchführungsrechtsakt, in dem ihre Feststellung der Nichteinhaltung dargelegt wird (im Folgenden „Nichteinhaltungsbeschluss“), wenn sie feststellt, dass ein Torwächter a) eine der in den Artikeln 5, 6 oder 7 genannten Verpflichtungen nicht erfüllt, b) den von der Kommission durch einen nach Artikel 8 Absatz 2 erlassenen Beschluss festgelegten Maßnahmen nicht nachkommt, c) nach Artikel 18 Absatz 1 verhängten Abhilfemaßnahmen nicht nachkommt, d) nach Artikel 24 angeordneten einstweiligen Maßnahmen nicht nachkommt, oder e) Verpflichtungszusagen, die nach Artikel 25 für bindend erklärt wurden, nicht einhält. Dieser Durchführungsrechtsakt wird gemäß dem in Artikel 50 Absatz 2 genannten Beratungsverfahren erlassen."
595,595,eu_digital_markets_act,18.0,1.0,"(1) Die Kommission kann eine Marktuntersuchung durchführen, um zu prüfen, ob ein Torwächter seine Verpflichtungen systematisch nicht einhält. Die Kommission schließt diese Marktuntersuchung innerhalb von zwölf Monaten nach dem in Artikel 16 Absatz 3 Buchstabe a genannten Zeitpunkt ab. Ergibt die Marktuntersuchung, dass ein Torwächter eine oder mehrere der in den Artikeln 5, 6 und 7 festgelegten Verpflichtungen systematisch nicht einhält und seine Torwächter-Position im Hinblick auf die in Artikel 3 Absatz 1 genannten Anforderungen beibehalten, gestärkt oder ausgeweitet hat, so kann die Kommission Durchführungsrechtsakte erlassen, mit denen verhaltensbezogenen oder strukturellen Abhilfemaßnahmen gegen den Torwächter verhängt werden, die angemessen und erforderlich sind, um die wirksame Einhaltung der Vorgaben dieser Verordnung zu gewährleisten. Dieser Durchführungsrechtsakt wird gemäß dem in Artikel 50 Absatz 2 genannten Beratungsverfahren erlassen."
596,596,eu_digital_markets_act,23.0,5.0,"(5) Die mit Nachprüfungen beauftragten Bediensteten der Kommission und die anderen von ihr ermächtigten Begleitpersonen üben ihre Befugnisse unter Vorlage eines schriftlichen Auftrags aus, in dem der Gegenstand und der Zweck der Nachprüfung bezeichnet sind und auf die in Artikel 30 vorgesehenen Geldbußen für den Fall hingewiesen wird, dass die angeforderten Bücher oder sonstigen Geschäftsunterlagen nicht vollständig vorgelegt werden oder die Antworten auf die nach den Absätzen 2 und 4 des vorliegenden Artikels gestellten Fragen unrichtig oder irreführend sind. Die Kommission unterrichtet die für die Durchsetzung der in Artikel 1 Absatz 6 genannten Vorschriften zuständige nationale Behörde des Mitgliedstaats, in dessen Hoheitsgebiet die Nachprüfung durchgeführt werden soll, über die Nachprüfung rechtzeitig vor deren Beginn."
597,597,eu_digital_markets_act,16.0,3.0,(3) In dem in Absatz 1 genannten Beschluss wird Folgendes festgelegt: a) der Tag der Einleitung der Marktuntersuchung; b) der Gegenstand der Marktuntersuchung; c) der Zweck der Marktuntersuchung.
